Manufacturer,Model,Efficiency Rating,Noise Rating,Total Score,Relative Performance,Average Efficiency [%],Average Efficiency (20-80W) [%],Efficiency 2% [%],Avg Noise Output [dB(A)],Report Date,Report,,,,,,,,,,,
""
"ASRock","Steel Legend SL-1200P","PLATINUM","A","87.5405","91.13","92.123","84.691","-","21.89","2026-01-07",""
"ASRock","Steel Legend SL-650G","PLATINUM","A+","80.3548","83.65","92.020","86.157","69.499","17.45","2024-12-06",""
"ASRock","Steel Legend SL-750G","PLATINUM","A+","82.6645","86.05","92.167","84.529","69.147","18.38","2024-12-03",""
"ASRock","Steel Legend SL-850G / SL-850GW","PLATINUM","A+","83.2242","86.63","91.931","84.384","70.773","17.54","2024-08-24",""
"ASRock","Steel Legend SL-850P","PLATINUM","A+","86.3791","89.92","92.614","84.114","-","16.76","2026-01-14",""
"ASRock","Taichi TC-1300T (ATXv3.1)","TITANIUM","A++","89.5890","93.26","93.155","76.444","67.886","12.74","2024-10-25",""
"ASRock","Taichi TC-1650T (ATX v3.1)","TITANIUM","A+","92.2031","95.98","93.437","75.120","-","16.15","2025-02-11",""
"Asus","ROG-STRIX-1000P-GAMING","PLATINUM","A+","89.1226","92.77","92.158","81.746","-","18.04","2025-03-05",""
"Asus","ROG-STRIX-850P-GAMING","PLATINUM","A","85.9692","89.49","91.563","83.140","72.590","23.29","2024-09-11",""
"Asus","ROG-THOR-1000P3-GAMING","PLATINUM","A++","86.6037","90.15","92.472","79.593","-","13.17","2025-04-15",""
"Asus","ROG-THOR-1200P3-GAMING","PLATINUM","A++","88.2269","91.84","92.608","76.508","-","10.45","2025-04-10",""
"Asus","TUF Gaming 650W Gold EVO","PLATINUM","Standard++","78.0305","81.23","91.134","83.195","-","33.53","2026-02-05",""
"Asus","TUF Gaming 750W Gold EVO","PLATINUM","Standard+","79.4995","82.76","91.290","83.286","-","37.13","2026-02-02",""
"Asus","TUF Gaming 850W Gold EVO","PLATINUM","Standard+","80.4047","83.70","91.359","83.658","-","38.17","2026-01-30",""
"be quiet!","Dark Power 14 1000W","TITANIUM","A++","88.6298","92.26","93.457","84.110","-","10.37","2025-08-30",""
"be quiet!","Dark Power 14 1200W","TITANIUM","A++","89.6598","93.33","93.385","82.774","-","14.79","2025-08-28",""
"be quiet!","Dark Power 14 850W","TITANIUM","A++","86.7350","90.29","93.439","84.372","-","10.61","2025-10-17",""
"be quiet!","Power Zone 2 1000W","PLATINUM","A+","84.0445","87.49","92.281","80.436","-","19.12","2024-12-10",""
"be quiet!","Power Zone 2 1200W (EU)","PLATINUM","A","86.0170","89.54","92.051","73.591","-","21.62","2025-11-20",""
"be quiet!","Power Zone 2 1200W (US)","PLATINUM","A+","88.6570","92.29","92.539","79.857","-","15.06","2025-11-17",""
"be quiet!","Power Zone 2 750W","PLATINUM","A++","81.7829","85.13","92.261","82.834","-","10.54","2024-12-18",""
"be quiet!","Power Zone 2 850W","PLATINUM","A+","82.6388","86.02","92.438","83.134","-","19.31","2024-12-13",""
"be quiet!","Pure Power 13 M 1000W","PLATINUM","A++","86.7504","90.30","92.564","82.679","-","10.58","2025-05-30",""
"be quiet!","Pure Power 13 M 550W","PLATINUM","A++","85.2436","88.74","92.463","87.628","-","6.00","2025-06-16",""
"be quiet!","Pure Power 13 M 650W","PLATINUM","A++","85.2876","88.78","92.584","85.566","-","6.32","2025-06-12",""
"be quiet!","Pure Power 13 M 750W","PLATINUM","A++","85.6741","89.18","92.770","85.731","-","6.21","2025-06-06",""
"be quiet!","Pure Power 13 M 850W","PLATINUM","A++","87.1566","90.73","92.732","84.287","-","10.60","2025-06-03",""
"be quiet!","Pure Power 13M 1200W","PLATINUM","A","86.3895","89.93","91.903","82.198","-","22.69","2026-01-16",""
"BoostBoxx","PB1000P","PLATINUM","A-","79.7968","83.07","91.765","83.894","76.321","28.86","2024-02-06",""
"BoostBoxx","PB1200P","PLATINUM","Standard+","79.8018","83.07","91.042","80.363","71.847","39.29","2024-02-02",""
"BoostBoxx","PB850P","PLATINUM","A","80.5328","83.83","91.633","84.813","76.563","22.51","2024-02-09",""
"Chieftec","Vega M 850W","GOLD","A-","83.0867","86.49","90.596","77.818","-","25.44","2025-09-01",""
"Cooler Master","Elite Gold 1000","GOLD","Standard++","80.6720","83.98","90.694","78.447","-","32.88","2026-02-10",""
"Cooler Master","Elite Gold 850","GOLD","Standard++","82.4557","85.83","90.451","80.080","-","32.67","2026-02-11",""
"Cooler Master","G GOLD 550 V2 (MWE GOLD 550 V3 Non-Modular)","","A-","62.8382","65.41","89.325","82.673","71.339","25.86","2024-06-19",""
"Cooler Master","G GOLD 650 V2 (MWE GOLD 650 V3 Non-Modular)","GOLD","A","67.7012","70.47","89.115","79.113","-","23.84","2025-03-13",""
"Cooler Master","GX II 850 GOLD (MWE Gold 850 V3)","PLATINUM","A+","79.8457","83.12","91.725","88.465","82.480","18.91","2024-06-17",""
"Cooler Master","GX III 1050 Gold","PLATINUM","A-","85.6691","89.18","91.874","83.385","77.523","26.73","2024-04-26",""
"Cooler Master","GX III 650 Gold","PLATINUM","A","81.1574","84.48","91.272","87.813","78.377","23.53","2024-06-20",""
"Cooler Master","GX III 750 Gold","PLATINUM","A-","81.7189","85.07","91.809","86.992","79.730","29.34","2024-05-03",""
"Cooler Master","GX III 850 Gold","PLATINUM","A-","81.6844","85.03","91.778","86.833","80.130","26.26","2024-07-15",""
"Cooler Master","GXII 750W (ATX v3.1) (MWE Gold 750 V3)","PLATINUM","A","79.3520","82.60","91.616","87.922","80.816","24.18","2024-07-22",""
"Cooler Master","MWE Bronze 550 V3 230V","SILVER","A-","67.2773","70.03","87.453","77.882","-","27.29","2024-06-19",""
"Cooler Master","MWE Bronze 750 V3 230V","SILVER","Standard+","62.8733","65.45","87.812","82.274","-","38.77","2024-08-07",""
"Cooler Master","MWE Gold 1050 V2 ATX v3.1 (GX Gold 1050)","PLATINUM","A","88.3637","91.98","91.436","81.737","70.445","24.80","2024-06-13",""
"Cooler Master","MWE Gold 1250 V2","PLATINUM","A+","88.1997","91.81","91.415","80.963","73.482","15.74","2024-09-18",""
"Cooler Master","MWE Gold 750 V2 (GX Gold 750) (#2)","GOLD","A-","79.4169","82.67","90.526","80.595","63.621","26.62","2023-10-13",""
"Cooler Master","MWE Gold 850 V2 (GX Gold 750) (#2)","GOLD","Standard++","81.6279","84.97","90.459","79.250","64.654","31.75","2023-10-12",""
"Cooler Master","MWE GOLD 850 V3 Non-modular","GOLD","A-","76.6021","79.74","90.229","78.050","-","27.20","2025-05-23",""
"Cooler Master","V SFX Gold 750 (ATX v3.1)","GOLD","A","76.8410","79.99","90.677","78.725","66.780","20.86","2024-11-21",""
"Cooler Master","V SFX Gold 850 (ATX v3.1)","GOLD","A-","77.5948","80.77","90.298","78.289","67.765","28.60","2024-10-08",""
"Cooler Master","V1100 Platinum V2","PLATINUM","A-","85.7618","89.27","92.150","75.663","-","25.07","2025-02-06",""
"Cooler Master","V1300 Platinum V2","PLATINUM","A+","82.8356","86.23","92.454","74.840","66.693","19.34","2024-11-14",""
"Cooler Master","V1600 Platinum V2","PLATINUM","Standard++","87.2272","90.80","92.616","74.845","-","33.20","2025-04-02",""
"Cooler Master","X MIGHTY Platinum 2000 230V","PLATINUM","A-","88.0192","91.62","92.704","73.279","-","25.71","2024-10-07",""
"Cooler Master","X SILENT EDGE PLATINUM 1100 230V","PLATINUM","A++","87.3430","90.92","92.611","72.991","-","6.00","2024-06-21",""
"Cooler Master","X Silent Edge Platinum 850","PLATINUM","A++","89.0834","92.73","92.807","77.180","61.124","6.00","2024-10-10",""
"Cooler Master","X Silent Max Platinum 1300","PLATINUM","A++","88.9447","92.59","92.440","71.581","60.191","6.00","2024-06-27",""
"Cooler Master","XG 750 (#2)","PLATINUM","A++","83.9234","87.36","91.853","80.990","64.314","10.28","2023-12-13",""
"Cooler Master","XG 850 (#2)","PLATINUM","A++","83.6979","87.13","91.577","79.544","63.547","12.81","2023-12-18",""
"Corsair","CX650M (ATX v3.1)","SILVER","Standard++","77.8785","81.07","87.995","83.575","-","30.55","2025-07-28",""
"Corsair","CX750M (ATX v3.1)","SILVER","Standard++","78.1587","81.36","88.351","83.027","-","31.87","2025-07-22",""
"Corsair","HX1000i (ATX v3.1)","PLATINUM","A","87.3201","90.90","91.597","79.220","72.412","21.71","2024-07-22",""
"Corsair","HX1000i Shift (ATX v3.1)","PLATINUM","A+","85.6514","89.16","91.832","79.938","-","16.70","2025-01-07",""
"Corsair","HX1200i (ATX v3.1)","PLATINUM","A+","88.1455","91.76","91.473","80.642","74.075","18.33","2024-07-17",""
"Corsair","HX1200i (ATX v3.1) (#2)","PLATINUM","A+","89.0670","92.72","91.776","78.410","-","19.88","2025-02-05",""
"Corsair","HX1200i Shift (ATX v3.1)","PLATINUM","A++","86.7526","90.31","91.557","76.397","-","14.82","2024-12-30",""
"Corsair","HX1500i (ATX v3.1)","PLATINUM","A-","91.3418","95.08","91.739","79.187","76.053","27.66","2022-12-07",""
"Corsair","HX1500i Shift (ATX v3.1)","PLATINUM","A+","89.9330","93.62","91.480","71.811","-","19.37","2025-10-17",""
"Corsair","RM1000e (ATX v3.1)","PLATINUM","A-","82.6458","86.03","91.576","82.356","70.962","25.32","2024-10-31",""
"Corsair","RM1000x (ATX v3.1)","PLATINUM","A","87.0006","90.56","91.139","80.050","73.730","24.81","2024-03-22",""
"Corsair","RM1000x Shift (ATX v3.1)","PLATINUM","A+","88.8859","92.53","91.777","84.247","-","19.55","2025-07-03",""
"Corsair","RM1200e (ATX v3.1)","PLATINUM","A","82.2794","85.65","91.232","73.180","-","24.62","2025-02-14",""
"Corsair","RM650e (ATX v3.1)","PLATINUM","A++","80.3771","83.67","91.226","82.283","62.614","12.63","2024-11-02",""
"Corsair","RM750e (ATX v3.1)","PLATINUM","A+","79.8389","83.11","91.236","81.607","64.128","19.45","2024-10-31",""
"Corsair","RM750x (ΑΤΧ v3.1)","GOLD","A+","86.1380","89.67","90.857","83.306","73.996","19.14","2024-04-04",""
"Corsair","RM750x Shift (ATX v3.1)","PLATINUM","A+","86.8417","90.40","91.272","84.854","-","15.77","2025-07-09",""
"Corsair","RM850e (ATX v3.1)","GOLD","A","81.9387","85.30","90.783","81.739","66.870","22.84","2024-11-04",""
"Corsair","RM850x (ATX v3.1)","GOLD","A","86.8017","90.36","90.944","82.496","75.825","21.37","2024-03-29",""
"Corsair","RM850x Shift (ATX v3.1)","PLATINUM","A++","89.5368","93.20","91.794","83.891","-","10.97","2025-07-07",""
"Corsair","SF1000 Platinum (ATX v3.1)","PLATINUM","A","87.4230","91.00","92.473","79.733","73.744","24.97","2024-07-18",""
"Corsair","SF600 (ATXv3.1)","PLATINUM","Standard++","79.0546","82.29","91.018","75.238","62.190","33.88","2024-10-24",""
"Corsair","SF750 Platinum (ATX v3.1)","PLATINUM","A-","85.2431","88.73","92.589","84.424","76.418","26.17","2024-02-12",""
"Corsair","SF850 Platinum (ATX v3.1)","PLATINUM","A-","85.2663","88.76","92.525","83.191","72.663","27.73","2024-02-09",""
"Corsair","TX1000","GOLD","Standard++","83.2048","86.61","90.273","76.792","63.836","32.00","2024-04-15",""
"Corsair","TX1200","PLATINUM","Standard++","85.9852","89.51","91.119","77.704","68.058","33.80","2024-04-11",""
"Corsair","TX750e (ATX v3.1)","GOLD","A","79.2751","82.52","90.281","80.585","62.483","22.21","2024-08-16",""
"Corsair","TX850e (ATX v3.1)","GOLD","A-","82.1283","85.49","90.414","79.776","63.722","27.21","2024-08-08",""
"Corsair","WS3000","PLATINUM","","88.4276","92.05","91.740","56.032","-","48.04","2025-08-21",""
"Cougar","GEX PRO 750","GOLD","A+","80.1673","83.45","90.666","75.450","61.966","17.97","2024-11-29",""
"Cougar","GEX PRO 850","PLATINUM","A+","80.0436","83.32","90.975","80.656","65.880","19.52","2024-09-25",""
"Cougar","GLE 1000W","PLATINUM","A-","83.3732","86.79","91.249","78.874","66.286","27.54","2024-09-30",""
"Cougar","GLE 850W","GOLD","A-","78.4246","81.64","90.195","78.369","70.250","27.03","2024-10-04",""
"Cougar","GR1000","PLATINUM","A+","80.5347","83.83","92.002","85.031","-","15.24","2025-12-24",""
"Cougar","GR850","PLATINUM","A-","78.4913","81.71","91.104","79.214","-","28.27","2025-12-22",""
"darkFlash","PERFECTMOST 1050W","PLATINUM","A-","84.9545","88.43","91.629","77.458","-","29.27","2025-10-14",""
"darkFlash","PERFECTMOST 1250W","PLATINUM","Standard+","84.2018","87.65","91.424","75.662","-","37.12","2025-10-09",""
"darkFlash","PERFECTMOST 850W","PLATINUM","A-","85.8442","89.36","91.179","82.416","-","25.64","2025-10-13",""
"Effitek","EGK-850","GOLD","Standard++","73.9507","76.98","90.860","82.687","-","32.57","2026-04-02",""
"Einarex","APEX L5 750W","SILVER","Standard+","71.7566","74.70","87.330","80.352","-","36.96","2025-02-11",""
"Einarex","APEX L5 850W","BRONZE","Standard+","73.0779","76.07","86.843","79.281","-","38.23","2025-02-06",""
"Einarex","Nexus L1 1000W","GOLD","A","80.8462","84.16","90.324","79.036","63.652","24.55","2024-11-09",""
"Einarex","Nexus L1 750W","GOLD","Standard++","79.0634","82.30","90.456","80.702","65.133","31.21","2024-08-28",""
"Einarex","Nexus L1 850W","GOLD","Standard++","80.7110","84.02","90.916","80.317","65.369","30.90","2024-08-23",""
"Endorfy","Supremo FM6 1000W","PLATINUM","A","84.3613","87.82","92.182","79.432","-","20.50","2025-04-16",""
"Endorfy","Vero L6 550W","SILVER","A-","73.5333","76.55","87.462","81.440","-","28.22","2025-10-24",""
"Endorfy","Vero L6 650W","SILVER","Standard++","74.4284","77.48","87.837","80.739","-","31.11","2025-10-22",""
"Endorfy","Vero L6 750W","SILVER","Standard++","62.0007","64.54","87.943","78.336","-","32.00","2025-10-30",""
"Enermax","PlatiGemini 1200W","PLATINUM","Standard++","89.7918","93.47","92.884","81.788","73.421","33.92","2024-03-12",""
"Enermax","Platimax II 1200DF","PLATINUM","A","87.1924","90.76","92.691","83.020","-","21.69","2025-10-02",""
"Enermax","Revolution D.F.12 750W","PLATINUM","Standard+","83.1254","86.53","91.484","85.174","71.684","36.96","2024-03-21",""
"Enermax","Revolution D.F.12 850W","PLATINUM","Standard+","83.2322","86.64","91.668","84.923","73.475","37.49","2024-03-15",""
"Enermax","Revolution D.F.2 1200W","GOLD","Standard+","82.4062","85.78","91.522","81.621","73.462","37.87","2024-01-22",""
"Enermax","Revolution D.F.X 1650W","PLATINUM","Standard++","87.6348","91.22","92.259","74.561","71.051","32.07","2024-04-06",""
"Enermax","Revolution III S 1000W","PLATINUM","Standard++","80.0377","83.32","92.196","85.289","-","32.79","2025-09-15",""
"Enhance Electronics","ATX-6285","TITANIUM","A","77.7671","80.95","93.224","81.157","76.121","23.89","2024-10-22",""
"Forgeon","Reactor 1000W","PLATINUM","A-","82.5450","85.93","91.570","82.296","-","29.55","2025-12-24",""
"Forgeon","Reactor 1200W","GOLD","Standard+","85.0566","88.54","90.821","75.446","-","35.85","2025-03-17",""
"Forgeon","Reactor 750W","PLATINUM","A-","82.6091","85.99","91.851","80.803","-","28.16","2025-03-19",""
"Forgeon","Reactor 850W","PLATINUM","A-","82.0571","85.42","92.005","84.725","-","28.57","2025-04-22",""
"FSP Technology","DAGGER PM 1000W","PLATINUM","A","83.1602","86.57","92.021","82.681","-","20.02","2026-01-05",""
"FSP Technology","DAGGER PM 850W","PLATINUM","A+","79.8974","83.17","91.759","77.617","-","17.36","2026-01-08",""
"FSP Technology","Hydro G Pro 1200W (ATX v3.1)","GOLD","A-","85.6798","89.19","90.306","73.245","-","27.14","2025-06-04",""
"FSP Technology","Hydro PTM Pro 1650W (ATXv3.1)","PLATINUM","A-","86.2507","89.78","92.367","73.989","-","29.85","2024-08-29",""
"FSP Technology","MEGA GM 1200W","PLATINUM","A++","86.1105","89.64","92.589","82.541","-","13.05","2025-09-19",""
"FSP Technology","MEGA GM 850W","PLATINUM","A++","83.9104","87.35","92.265","84.639","-","7.41","2025-09-25",""
"FSP Technology","Mega TI 1650W","TITANIUM","A++","90.7501","94.47","93.173","74.618","-","11.91","2025-10-24",""
"FSP Technology","VITA GM 1000W","PLATINUM","A-","82.8402","86.23","92.244","82.672","71.809","25.03","2024-05-21",""
"FSP Technology","VITA GM 650W","GOLD","A+","80.8499","84.16","91.521","83.727","65.270","18.30","2024-09-03",""
"FSP Technology","VITA GM 750W","PLATINUM","A+","81.9849","85.34","91.661","79.595","69.191","19.59","2024-06-12",""
"FSP Technology","VITA GM 850W","PLATINUM","A","84.2596","87.71","92.157","82.641","69.552","21.15","2024-06-11",""
"FSP Technology","VΙΤΑ PM 1000W","PLATINUM","A-","82.9539","86.35","92.238","81.375","-","26.30","2026-01-17",""
"Gamemax","GZ 1000G","PLATINUM","A+","83.9017","87.34","91.475","76.809","-","17.03","2025-11-22",""
"Gamemax","Lion Core 1000P","PLATINUM","A++","89.5458","93.21","92.478","78.638","-","14.18","2026-01-05",""
"Gamemax","Lion Core 1200P","PLATINUM","A-","86.0222","89.55","92.458","79.354","-","25.33","2025-10-27",""
"Gamer Storm","PL650D","SILVER","Standard++","74.3120","77.36","88.600","79.726","61.262","34.65","2024-09-06",""
"Gamer Storm","PL750D","SILVER","Standard++","77.1387","80.30","88.408","77.990","60.353","34.69","2024-08-29",""
"Gamer Storm","PL800D","SILVER","Standard+","77.7135","80.90","88.646","79.026","63.504","35.87","2024-08-22",""
"Gamer Storm","PN1000D","GOLD","Standard++","75.8639","78.97","90.494","72.164","65.952","30.43","2024-09-23",""
"Gamer Storm","PN1000M","GOLD","A","82.2419","85.61","90.551","80.439","74.575","24.00","2024-08-06",""
"Gamer Storm","PN1200M","GOLD","Standard++","81.0835","84.41","90.320","78.976","75.306","32.34","2024-08-09",""
"Gamer Storm","PN650D","GOLD","Standard++","76.4828","79.62","90.530","82.865","64.444","34.27","2024-09-19",""
"Gamer Storm","PN650M","GOLD","Standard++","78.0848","81.28","90.436","81.716","62.179","32.35","2024-08-05",""
"Gamer Storm","PN750D","GOLD","Standard+","73.6481","76.67","90.713","81.620","64.403","36.20","2024-09-18",""
"Gamer Storm","PN750M","GOLD","Standard+","76.6390","79.78","90.470","81.417","63.165","35.40","2024-08-08",""
"Gamer Storm","PN850D","PLATINUM","Standard++","76.1056","79.22","91.056","82.342","68.146","33.42","2024-09-11",""
"Gamer Storm","PN850M","GOLD","Standard++","80.3223","83.61","91.024","81.459","69.192","34.09","2023-08-02",""
"Gamer Storm","PQ1000G","PLATINUM","A-","82.8603","86.25","91.576","80.520","68.867","29.28","2024-09-09",""
"Gamer Storm","PQ1000M-V2","PLATINUM","Standard++","85.5099","89.01","91.279","83.134","-","31.72","2025-05-21",""
"Gamer Storm","PQ1000P","PLATINUM","A","81.7285","85.08","92.328","81.803","71.222","22.95","2024-06-07",""
"Gamer Storm","PQ1200G","PLATINUM","Standard++","83.0741","86.48","91.313","80.793","71.386","31.43","2024-09-08",""
"Gamer Storm","PQ1200P","PLATINUM","A-","80.8376","84.15","92.043","79.917","71.566","29.31","2024-06-04",""
"Gamer Storm","PQ650G","GOLD","A-","79.2916","82.54","90.746","81.833","62.603","25.90","2024-09-15",""
"Gamer Storm","PQ750G","GOLD","Standard++","80.6482","83.95","90.801","81.923","65.458","33.92","2024-09-16",""
"Gamer Storm","PQ750M-V2","PLATINUM","A-","82.0054","85.36","91.202","83.465","-","28.06","2025-05-29",""
"Gamer Storm","PQ750P","PLATINUM","A-","81.3340","84.67","92.153","83.003","70.499","27.50","2024-09-21",""
"Gamer Storm","PQ850G","PLATINUM","Standard+","83.1376","86.54","91.218","81.777","68.211","35.91","2024-09-08",""
"Gamer Storm","PQ850M-V2","PLATINUM","A-","83.7439","87.17","91.020","82.397","-","28.68","2025-05-26",""
"Gamer Storm","PQ850P","PLATINUM","A","81.2776","84.61","92.408","83.505","73.381","24.19","2024-09-11",""
"Gamer Storm","PS1000P","PLATINUM","Standard++","81.0291","84.35","92.157","79.449","-","33.76","2025-05-29",""
"Gamer Storm","PS650G","PLATINUM","A","83.5841","87.01","91.775","83.565","-","23.05","2025-09-10",""
"Gamer Storm","PS750G","PLATINUM","A-","85.0190","88.50","91.610","82.773","-","28.51","2025-09-05",""
"Gamer Storm","PS750P","PLATINUM","Standard+","81.2997","84.63","92.456","81.695","-","36.81","2025-06-13",""
"Gamer Storm","PS850G","PLATINUM","Standard++","84.8934","88.37","91.721","82.305","-","30.42","2025-09-03",""
"Gamer Storm","PS850P","PLATINUM","Standard+","80.8076","84.12","92.415","81.145","-","36.99","2025-06-10",""
"Gamer Storm","ZB1000D","PLATINUM","A","79.4014","82.65","91.940","80.698","69.318","24.13","2024-11-16",""
"Gamer Storm","ZC850D","PLATINUM","Standard++","80.3176","83.61","91.132","82.751","69.574","32.02","2024-10-07",""
"Gigabyte","GP-AE1000PM PG5 / PG5 ICE","PLATINUM","A++","87.2996","90.88","92.485","77.557","-","11.14","2025-11-29",""
"Gigabyte","GP-AE850PM PG5 / PG5 ICE","PLATINUM","A++","85.7753","89.29","91.926","81.956","-","12.90","2025-12-05",""
"GOGHUNTERS","Nirvana N17 1700W","PLATINUM","Standard","82.8191","86.21","90.981","70.544","-","42.91","2024-06-05",""
"GOGHUNTERS","Nirvana N20 2000W","GOLD","","83.0902","86.49","90.345","65.824","-","46.89","2024-05-31",""
"Golden Field","Nexus Gold 1050 (#2)","PLATINUM","Standard++","82.8500","86.24","92.457","83.663","-","34.11","2025-11-26",""
"GREEN MEDEL","EDGE 1650W","PLATINUM","Standard++","90.7015","94.42","92.896","78.928","-","32.98","2025-10-03",""
"GREEN MEDEL","GP1000B-EDGE","PLATINUM","A-","84.6847","88.15","91.612","81.755","73.720","28.75","2024-11-09",""
"GREEN MEDEL","GP1000B-GXD","PLATINUM","Standard++","81.3807","84.71","91.193","77.281","-","30.56","2024-12-10",""
"GREEN MEDEL","GP1200B-GXD","PLATINUM","Standard++","84.1511","87.60","91.506","77.806","68.850","34.69","2024-11-07",""
"GREEN MEDEL","GP1300B-EDGE","PLATINUM","Standard+","86.7378","90.29","91.658","80.293","75.202","36.14","2024-12-04",""
